schema_version,form_id,route,section_order,section_id,section_name,question_order,question_id,question,decision_domain,purpose,response_type,allowed_values,required,condition,validation_rule,agent_instruction,evidence_expected,output_object,response,response_status,confidence,evidence_reference,assumptions,notes
1.0,DS-FORM-001,BOTH,1,STR,Fundação estratégica,6,DS-FORM-001-STR-006,Quais valores orientam decisões reais e qual comportamento demonstra cada um?,strategy,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,"3-7 values, each with observable behavior",Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — decisao de estrategia/narrativa de marca nao presente nos documentos de design system fornecidos; requer input do owner do produto.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,1,STR,Fundação estratégica,7,DS-FORM-001-STR-007,"O que a marca nunca deve prometer, parecer ou fazer?",strategy,Define brand_definition sem depender de escolhas visuais implícitas.,long_text,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — decisao de estrategia/narrativa de marca nao presente nos documentos de design system fornecidos; requer input do owner do produto.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,1,STR,Fundação estratégica,8,DS-FORM-001-STR-008,Qual é a visão de 3 a 5 anos?,strategy,Define brand_definition sem depender de escolhas visuais implícitas.,long_text,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — decisao de estrategia/narrativa de marca nao presente nos documentos de design system fornecidos; requer input do owner do produto.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,1,STR,Fundação estratégica,9,DS-FORM-001-STR-009,Qual é o posicionamento desejado em uma frase?,strategy,Define brand_definition sem depender de escolhas visuais implícitas.,short_text,,YES,ALWAYS,Audience + category + difference + reason to believe,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — decisao de estrategia/narrativa de marca nao presente nos documentos de design system fornecidos; requer input do owner do produto.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,1,STR,Fundação estratégica,10,DS-FORM-001-STR-010,Qual é a categoria de mercado atual e a categoria que a marca deseja ocupar?,strategy,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — decisao de estrategia/narrativa de marca nao presente nos documentos de design system fornecidos; requer input do owner do produto.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,1,STR,Fundação estratégica,11,DS-FORM-001-STR-011,Quais resultados de negócio o novo sistema visual deve apoiar?,strategy,Define brand_definition sem depender de escolhas visuais implícitas.,multi_select,reconhecimento|confianca|conversao|retencao|clareza|eficiencia|expansao|consistencia|outro,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,"reconhecimento, consistencia, clareza, eficiencia — inferido do PRD-DESIGN-SYSTEM-001: objetivo explicito de que 'qualquer tela, artigo, card, infografico ou imagem gerada seja imediatamente reconhecivel... mesmo quando produzido automaticamente' e de que 'agentes devem conseguir gerar pecas consistentes'.",ANSWERED_FROM_EVIDENCE,0.55,ADR-SYSTEM.md,"INFERRED a partir do objetivo de produto declarado, nao de uma escolha estrategica explicita de negocio.",
1.0,DS-FORM-001,BOTH,1,STR,Fundação estratégica,12,DS-FORM-001-STR-012,Como o sucesso estratégico será medido após o lançamento?,strategy,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,"Every metric needs baseline, target, period and owner",Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — decisao de estrategia/narrativa de marca nao presente nos documentos de design system fornecidos; requer input do owner do produto.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,2,ARC,Arquitetura de marca e portfólio,1,DS-FORM-001-ARC-001,"Quais marcas, produtos, serviços, programas e publicações existem ou serão lançados?",brand_architecture,Define brand_definition sem depender de escolhas visuais implícitas.,list_of_objects,,YES,ALWAYS,"Each object needs name, type, audience, status and owner",Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,"EXECUTAR (ecossistema/App operacional), Blog 'Risco Cognitivo' (editorial, sob EXECUTAR — ver owners do ADR-001), Admin/Creator Operations OS (interno, Payload).",ANSWERED_FROM_EVIDENCE,0.5,ADR/ADR-001_PROTOCOLO_NATIVO_CALLOUTS_MULTIPLATAFORMA.md; ADR/EXECUTAR_ADR_CREATOR_OPERATIONS_OS_V1/,INFERRED a partir dos 'Owners: EXECUTAR / Risco Cognitivo' do ADR-001 e do escopo do ADR de Creator Operations OS.,
1.0,DS-FORM-001,BOTH,2,ARC,Arquitetura de marca e portfólio,2,DS-FORM-001-ARC-002,Qual modelo de arquitetura será usado?,brand_architecture,Define brand_definition sem depender de escolhas visuais implícitas.,single_select,monolitica|endossada|marcas_independentes|hibrida|a_definir,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,"endossada — o Blog usa nome proprio ('Risco Cognitivo') mas compartilha o mesmo sistema visual/tokens de EXECUTAR (ADR-SYSTEM.md declara escopo 'App, Blog e ativos editoriais').",ANSWERED_FROM_EVIDENCE,0.5,ADR-SYSTEM.md,INFERRED; nao ha declaracao explicita do modelo de arquitetura de marca.,
1.0,DS-FORM-001,BOTH,2,ARC,Arquitetura de marca e portfólio,3,DS-FORM-001-ARC-003,Qual é a relação entre a marca principal e cada produto?,brand_architecture,Define brand_definition sem depender de escolhas visuais implícitas.,relationship_matrix,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — arquitetura de marca/portfolio nao documentada nos arquivos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,2,ARC,Arquitetura de marca e portfólio,4,DS-FORM-001-ARC-004,Quais nomes devem compartilhar assinatura visual?,brand_architecture,Define brand_definition sem depender de escolhas visuais implícitas.,list_of_objects,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — arquitetura de marca/portfolio nao documentada nos arquivos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,2,ARC,Arquitetura de marca e portfólio,5,DS-FORM-001-ARC-005,Quais produtos precisam de expressão visual própria sem virar nova marca?,brand_architecture,Define brand_definition sem depender de escolhas visuais implícitas.,list_of_objects,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — arquitetura de marca/portfolio nao documentada nos arquivos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,2,ARC,Arquitetura de marca e portfólio,6,DS-FORM-001-ARC-006,Existe uma marca editorial separada da marca de produto?,brand_architecture,Define brand_definition sem depender de escolhas visuais implícitas.,boolean,true|false,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — arquitetura de marca/portfolio nao documentada nos arquivos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,2,ARC,Arquitetura de marca e portfólio,7,DS-FORM-001-ARC-007,"Como blog, aplicativo, relatórios e materiais impressos devem declarar autoria?",brand_architecture,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — arquitetura de marca/portfolio nao documentada nos arquivos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,2,ARC,Arquitetura de marca e portfólio,8,DS-FORM-001-ARC-008,Quais nomes atuais podem ser substituídos?,brand_architecture,Define brand_definition sem depender de escolhas visuais implícitas.,list_of_objects,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — arquitetura de marca/portfolio nao documentada nos arquivos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,2,ARC,Arquitetura de marca e portfólio,9,DS-FORM-001-ARC-009,"Quais nomes, símbolos ou termos são protegidos ou indisponíveis?",brand_architecture,Define brand_definition sem depender de escolhas visuais implícitas.,list_of_objects,,NO,ALWAYS,Provide evidence where available,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — arquitetura de marca/portfolio nao documentada nos arquivos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,2,ARC,Arquitetura de marca e portfólio,10,DS-FORM-001-ARC-010,"Qual taxonomia canônica identifica marca, produto, canal, campanha e artefato?",brand_architecture,Define governance.taxonomy sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,Unique patterns; no collisions,Generate a deterministic proposal only when authorized.,Governance source or user approval,governance.taxonomy,NAO_DETERMINADO — arquitetura de marca/portfolio nao documentada nos arquivos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",1,DS-FORM-001-AUD-001,Quais são os públicos prioritários em ordem?,audience,Define brand_definition sem depender de escolhas visuais implícitas.,ranked_list,,YES,ALWAYS,At least one; each has priority,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — pesquisa/definicao de publico nao presente nos documentos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",2,DS-FORM-001-AUD-002,Qual trabalho cada público tenta realizar?,audience,Define brand_definition sem depender de escolhas visuais implícitas.,relationship_matrix,,YES,ALWAYS,"Use actor, job, trigger, desired outcome and obstacle",Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — pesquisa/definicao de publico nao presente nos documentos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",3,DS-FORM-001-AUD-003,Em quais contextos físicos e digitais a marca é encontrada?,audience,Define brand_definition sem depender de escolhas visuais implícitas.,multi_select,desktop|mobile_web|ios|android|email|social|search|presentation|a4|a3|prisma|environmental|other,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,"desktop, mobile_web (Blog Astro), ios, android (App Expo/React Native) — inferido do stack decidido (ver SOT_RESOLUTION.md) e do ADR-001 ('App em Expo + React Native + Tamagui').",ANSWERED_FROM_EVIDENCE,0.6,ADR/ADR-001_PROTOCOLO_NATIVO_CALLOUTS_MULTIPLATAFORMA.md; 00_GOVERNANCE/SOT_RESOLUTION.md,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",4,DS-FORM-001-AUD-004,Qual é o nível médio de familiaridade de cada público com o domínio?,audience,Define brand_definition sem depender de escolhas visuais implícitas.,relationship_matrix,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — pesquisa/definicao de publico nao presente nos documentos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",5,DS-FORM-001-AUD-005,"Quais limitações de tempo, atenção ou ambiente afetam o uso?",audience,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — pesquisa/definicao de publico nao presente nos documentos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",6,DS-FORM-001-AUD-006,Quais informações são críticas e não podem ser ocultadas?,audience,Define brand_definition sem depender de escolhas visuais implícitas.,ranked_list,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — pesquisa/definicao de publico nao presente nos documentos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",7,DS-FORM-001-AUD-007,Quais ações devem ser encontradas em menos de 5 segundos?,audience,Define brand_definition sem depender de escolhas visuais implícitas.,ranked_list,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — pesquisa/definicao de publico nao presente nos documentos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",8,DS-FORM-001-AUD-008,"Quais dispositivos, navegadores, tamanhos e condições de rede são prioritários?",audience,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,Mobile-first; navegadores evergreen (Chrome/Safari/Firefox/Edge recentes) para o Blog; iOS/Android recentes para o App via Expo. Condicoes de rede especificas nao confirmadas.,ANSWERED_FROM_EVIDENCE,0.4,"astro-blog.md (estrutural, nao paleta)","NORMALIZED — pratica padrao para stacks Astro/Expo, nao confirmada pelo owner.",
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",9,DS-FORM-001-AUD-009,Quais necessidades de acessibilidade devem ser suportadas desde a base?,audience,Define brand_definition sem depender de escolhas visuais implícitas.,multi_select,keyboard|screen_reader|zoom_200|reflow|reduced_motion|high_contrast|color_independence|tts_ready|captions|plain_language|other,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,"keyboard, reduced_motion, color_independence, zoom_200 — inferido de SPEC-ACCESSIBILITY-001 (foco visivel, 'information: color_only prohibited') e SPEC-MOTION-001 (motion nao pode ser a unica pista). screen_reader/high_contrast recomendados como extensao (ver ACCESSIBILITY.md).",ANSWERED_FROM_EVIDENCE,0.55,ADR-SYSTEM.md,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",10,DS-FORM-001-AUD-010,Quais preferências cognitivas devem ser configuráveis sem inferir diagnóstico?,audience,Define brand_definition sem depender de escolhas visuais implícitas.,multi_select,low_noise|explicit_hierarchy|focus_scope|reading_measure|larger_spacing|zero_motion|deep_context|progress_visibility|custom,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — pesquisa/definicao de publico nao presente nos documentos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",11,DS-FORM-001-AUD-011,"Quais emoções o público deve sentir antes, durante e depois da experiência?",audience,Define brand_definition sem depender de escolhas visuais implícitas.,relationship_matrix,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — pesquisa/definicao de publico nao presente nos documentos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",12,DS-FORM-001-AUD-012,Quais pesquisas com usuários existem e quais ainda precisam ser realizadas?,audience,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,"Separate existing, tested and planned research",Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — pesquisa/definicao de publico nao presente nos documentos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,4,POS,Posicionamento e personalidade,1,DS-FORM-001-POS-001,Defina a personalidade da marca em exatamente cinco atributos.,brand_personality,Define brand_definition sem depender de escolhas visuais implícitas.,ranked_list,,YES,ALWAYS,Exactly 5 attributes; ranked,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — personalidade de marca nao definida explicitamente nos documentos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,4,POS,Posicionamento e personalidade,2,DS-FORM-001-POS-002,"Para cada atributo, descreva o comportamento visual e verbal correspondente.",brand_personality,Define brand_definition sem depender de escolhas visuais implícitas.,relationship_matrix,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — personalidade de marca nao definida explicitamente nos documentos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,4,POS,Posicionamento e personalidade,3,DS-FORM-001-POS-003,Defina cinco atributos que a marca não deve comunicar.,brand_personality,Define brand_definition sem depender de escolhas visuais implícitas.,ranked_list,,YES,ALWAYS,Exactly 5 attributes,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — personalidade de marca nao definida explicitamente nos documentos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,4,POS,Posicionamento e personalidade,4,DS-FORM-001-POS-004,"Em escalas de 1 a 5, onde a marca se posiciona: formal-informal, sóbria-expressiva, técnica-humana, clássica-contemporânea, calma-enérgica?",brand_personality,Define brand_definition sem depender de escolhas visuais implícitas.,scale_matrix,,YES,ALWAYS,Integer 1-5 for every axis,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,"formal-informal=2 (mais formal); sobria-expressiva=2 (sobria); tecnica-humana=2 (tecnica); classica-contemporanea=4 (contemporanea); calma-energica=2 (calma). Inferido de 'minimalismo funcional', 'superficies neutras', 'linhas finas', 'grandes areas vazias', 'nao deve parecer promocional'.",ANSWERED_FROM_EVIDENCE,0.45,ADR-SYSTEM.md,"INFERRED de linguagem visual, nao de um exercicio de personalidade de marca conduzido com o owner.",
1.0,DS-FORM-001,BOTH,4,POS,Posicionamento e personalidade,5,DS-FORM-001-POS-005,Qual arquétipo ou combinação de arquétipos ajuda a explicar a marca?,brand_personality,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,NO,ALWAYS,Must include rationale; avoid stereotypes,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — personalidade de marca nao definida explicitamente nos documentos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,4,POS,Posicionamento e personalidade,6,DS-FORM-001-POS-006,Qual tensão criativa torna a marca reconhecível?,brand_personality,Define brand_definition sem depender de escolhas visuais implícitas.,short_text,,YES,ALWAYS,Format: quality A + quality B,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — personalidade de marca nao definida explicitamente nos documentos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,4,POS,Posicionamento e personalidade,7,DS-FORM-001-POS-007,Quais referências visuais representam o que desejamos e por quê?,brand_personality,Define brand_definition sem depender de escolhas visuais implícitas.,list_of_objects,,YES,ALWAYS,Each reference needs URL/file and attributed quality,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — personalidade de marca nao definida explicitamente nos documentos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,4,POS,Posicionamento e personalidade,8,DS-FORM-001-POS-008,Quais referências representam o que deve ser evitado e por quê?,brand_personality,Define brand_definition sem depender de escolhas visuais implícitas.,list_of_objects,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — personalidade de marca nao definida explicitamente nos documentos fornecidos.,PENDING_USER_INPUT,,,,
1.0,DS-FORM-001,BOTH,4,POS,Posicionamento e personalidade,9,DS-FORM-001-POS-009,Quais concorrentes diretos e indiretos devem ser diferenciados?,brand_personality,Define brand_definition sem depender de escolhas visuais implícitas.,list_of_objects,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,NAO_DETERMINADO — personalidade de marca nao definida explicitamente nos documentos fornecidos.,PENDING_USER_INPUT,,,,
