schema_version,form_id,route,section_order,section_id,section_name,question_order,question_id,question,decision_domain,purpose,response_type,allowed_values,required,condition,validation_rule,agent_instruction,evidence_expected,output_object,response,response_status,confidence,evidence_reference,assumptions,notes
1.0,DS-FORM-001,BOTH,1,STR,Fundação estratégica,3,DS-FORM-001-STR-003,Qual problema central do público é resolvido?,strategy,Define brand_definition sem depender de escolhas visuais implícitas.,long_text,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,1,STR,Fundação estratégica,4,DS-FORM-001-STR-004,Qual é a promessa principal da marca em uma frase?,strategy,Define brand_definition sem depender de escolhas visuais implícitas.,short_text,,YES,ALWAYS,Maximum 180 characters,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,1,STR,Fundação estratégica,5,DS-FORM-001-STR-005,Quais provas sustentam essa promessa?,strategy,Define brand.strategy.proof sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,Separate observed evidence from hypotheses,"Classify each proof as A Observed, B Primary, C Published, D Internal or E Inferred.","Links, records, research or user statement",brand.strategy.proof,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,1,STR,Fundação estratégica,6,DS-FORM-001-STR-006,Quais valores orientam decisões reais e qual comportamento demonstra cada um?,strategy,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,"3-7 values, each with observable behavior",Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,1,STR,Fundação estratégica,7,DS-FORM-001-STR-007,"O que a marca nunca deve prometer, parecer ou fazer?",strategy,Define brand_definition sem depender de escolhas visuais implícitas.,long_text,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,1,STR,Fundação estratégica,8,DS-FORM-001-STR-008,Qual é a visão de 3 a 5 anos?,strategy,Define brand_definition sem depender de escolhas visuais implícitas.,long_text,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,1,STR,Fundação estratégica,9,DS-FORM-001-STR-009,Qual é o posicionamento desejado em uma frase?,strategy,Define brand_definition sem depender de escolhas visuais implícitas.,short_text,,YES,ALWAYS,Audience + category + difference + reason to believe,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,1,STR,Fundação estratégica,10,DS-FORM-001-STR-010,Qual é a categoria de mercado atual e a categoria que a marca deseja ocupar?,strategy,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,1,STR,Fundação estratégica,11,DS-FORM-001-STR-011,Quais resultados de negócio o novo sistema visual deve apoiar?,strategy,Define brand_definition sem depender de escolhas visuais implícitas.,multi_select,reconhecimento|confianca|conversao|retencao|clareza|eficiencia|expansao|consistencia|outro,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,1,STR,Fundação estratégica,12,DS-FORM-001-STR-012,Como o sucesso estratégico será medido após o lançamento?,strategy,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,"Every metric needs baseline, target, period and owner",Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,2,ARC,Arquitetura de marca e portfólio,1,DS-FORM-001-ARC-001,"Quais marcas, produtos, serviços, programas e publicações existem ou serão lançados?",brand_architecture,Define brand_definition sem depender de escolhas visuais implícitas.,list_of_objects,,YES,ALWAYS,"Each object needs name, type, audience, status and owner",Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,2,ARC,Arquitetura de marca e portfólio,2,DS-FORM-001-ARC-002,Qual modelo de arquitetura será usado?,brand_architecture,Define brand_definition sem depender de escolhas visuais implícitas.,single_select,monolitica|endossada|marcas_independentes|hibrida|a_definir,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,2,ARC,Arquitetura de marca e portfólio,3,DS-FORM-001-ARC-003,Qual é a relação entre a marca principal e cada produto?,brand_architecture,Define brand_definition sem depender de escolhas visuais implícitas.,relationship_matrix,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,2,ARC,Arquitetura de marca e portfólio,4,DS-FORM-001-ARC-004,Quais nomes devem compartilhar assinatura visual?,brand_architecture,Define brand_definition sem depender de escolhas visuais implícitas.,list_of_objects,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,2,ARC,Arquitetura de marca e portfólio,5,DS-FORM-001-ARC-005,Quais produtos precisam de expressão visual própria sem virar nova marca?,brand_architecture,Define brand_definition sem depender de escolhas visuais implícitas.,list_of_objects,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,2,ARC,Arquitetura de marca e portfólio,6,DS-FORM-001-ARC-006,Existe uma marca editorial separada da marca de produto?,brand_architecture,Define brand_definition sem depender de escolhas visuais implícitas.,boolean,true|false,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,2,ARC,Arquitetura de marca e portfólio,7,DS-FORM-001-ARC-007,"Como blog, aplicativo, relatórios e materiais impressos devem declarar autoria?",brand_architecture,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,2,ARC,Arquitetura de marca e portfólio,8,DS-FORM-001-ARC-008,Quais nomes atuais podem ser substituídos?,brand_architecture,Define brand_definition sem depender de escolhas visuais implícitas.,list_of_objects,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,2,ARC,Arquitetura de marca e portfólio,9,DS-FORM-001-ARC-009,"Quais nomes, símbolos ou termos são protegidos ou indisponíveis?",brand_architecture,Define brand_definition sem depender de escolhas visuais implícitas.,list_of_objects,,NO,ALWAYS,Provide evidence where available,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,2,ARC,Arquitetura de marca e portfólio,10,DS-FORM-001-ARC-010,"Qual taxonomia canônica identifica marca, produto, canal, campanha e artefato?",brand_architecture,Define governance.taxonomy sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,Unique patterns; no collisions,Generate a deterministic proposal only when authorized.,Governance source or user approval,governance.taxonomy,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",1,DS-FORM-001-AUD-001,Quais são os públicos prioritários em ordem?,audience,Define brand_definition sem depender de escolhas visuais implícitas.,ranked_list,,YES,ALWAYS,At least one; each has priority,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",2,DS-FORM-001-AUD-002,Qual trabalho cada público tenta realizar?,audience,Define brand_definition sem depender de escolhas visuais implícitas.,relationship_matrix,,YES,ALWAYS,"Use actor, job, trigger, desired outcome and obstacle",Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",3,DS-FORM-001-AUD-003,Em quais contextos físicos e digitais a marca é encontrada?,audience,Define brand_definition sem depender de escolhas visuais implícitas.,multi_select,desktop|mobile_web|ios|android|email|social|search|presentation|a4|a3|prisma|environmental|other,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",4,DS-FORM-001-AUD-004,Qual é o nível médio de familiaridade de cada público com o domínio?,audience,Define brand_definition sem depender de escolhas visuais implícitas.,relationship_matrix,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",5,DS-FORM-001-AUD-005,"Quais limitações de tempo, atenção ou ambiente afetam o uso?",audience,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",6,DS-FORM-001-AUD-006,Quais informações são críticas e não podem ser ocultadas?,audience,Define brand_definition sem depender de escolhas visuais implícitas.,ranked_list,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",7,DS-FORM-001-AUD-007,Quais ações devem ser encontradas em menos de 5 segundos?,audience,Define brand_definition sem depender de escolhas visuais implícitas.,ranked_list,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",8,DS-FORM-001-AUD-008,"Quais dispositivos, navegadores, tamanhos e condições de rede são prioritários?",audience,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",9,DS-FORM-001-AUD-009,Quais necessidades de acessibilidade devem ser suportadas desde a base?,audience,Define brand_definition sem depender de escolhas visuais implícitas.,multi_select,keyboard|screen_reader|zoom_200|reflow|reduced_motion|high_contrast|color_independence|tts_ready|captions|plain_language|other,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",10,DS-FORM-001-AUD-010,Quais preferências cognitivas devem ser configuráveis sem inferir diagnóstico?,audience,Define brand_definition sem depender de escolhas visuais implícitas.,multi_select,low_noise|explicit_hierarchy|focus_scope|reading_measure|larger_spacing|zero_motion|deep_context|progress_visibility|custom,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",11,DS-FORM-001-AUD-011,"Quais emoções o público deve sentir antes, durante e depois da experiência?",audience,Define brand_definition sem depender de escolhas visuais implícitas.,relationship_matrix,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,3,AUD,"Públicos, necessidades e contextos",12,DS-FORM-001-AUD-012,Quais pesquisas com usuários existem e quais ainda precisam ser realizadas?,audience,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,"Separate existing, tested and planned research",Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,4,POS,Posicionamento e personalidade,1,DS-FORM-001-POS-001,Defina a personalidade da marca em exatamente cinco atributos.,brand_personality,Define brand_definition sem depender de escolhas visuais implícitas.,ranked_list,,YES,ALWAYS,Exactly 5 attributes; ranked,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,4,POS,Posicionamento e personalidade,2,DS-FORM-001-POS-002,"Para cada atributo, descreva o comportamento visual e verbal correspondente.",brand_personality,Define brand_definition sem depender de escolhas visuais implícitas.,relationship_matrix,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,4,POS,Posicionamento e personalidade,3,DS-FORM-001-POS-003,Defina cinco atributos que a marca não deve comunicar.,brand_personality,Define brand_definition sem depender de escolhas visuais implícitas.,ranked_list,,YES,ALWAYS,Exactly 5 attributes,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,4,POS,Posicionamento e personalidade,4,DS-FORM-001-POS-004,"Em escalas de 1 a 5, onde a marca se posiciona: formal-informal, sóbria-expressiva, técnica-humana, clássica-contemporânea, calma-enérgica?",brand_personality,Define brand_definition sem depender de escolhas visuais implícitas.,scale_matrix,,YES,ALWAYS,Integer 1-5 for every axis,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,4,POS,Posicionamento e personalidade,5,DS-FORM-001-POS-005,Qual arquétipo ou combinação de arquétipos ajuda a explicar a marca?,brand_personality,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,NO,ALWAYS,Must include rationale; avoid stereotypes,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,4,POS,Posicionamento e personalidade,6,DS-FORM-001-POS-006,Qual tensão criativa torna a marca reconhecível?,brand_personality,Define brand_definition sem depender de escolhas visuais implícitas.,short_text,,YES,ALWAYS,Format: quality A + quality B,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,4,POS,Posicionamento e personalidade,7,DS-FORM-001-POS-007,Quais referências visuais representam o que desejamos e por quê?,brand_personality,Define brand_definition sem depender de escolhas visuais implícitas.,list_of_objects,,YES,ALWAYS,Each reference needs URL/file and attributed quality,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,4,POS,Posicionamento e personalidade,8,DS-FORM-001-POS-008,Quais referências representam o que deve ser evitado e por quê?,brand_personality,Define brand_definition sem depender de escolhas visuais implícitas.,list_of_objects,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,4,POS,Posicionamento e personalidade,9,DS-FORM-001-POS-009,Quais concorrentes diretos e indiretos devem ser diferenciados?,brand_personality,Define brand_definition sem depender de escolhas visuais implícitas.,list_of_objects,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,4,POS,Posicionamento e personalidade,10,DS-FORM-001-POS-010,Que elemento de memória deve continuar reconhecível após cinco segundos?,brand_personality,Define brand_definition sem depender de escolhas visuais implícitas.,short_text,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,5,VER,Identidade verbal,1,DS-FORM-001-VER-001,Qual é a voz constante da marca?,verbal_identity,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,3-5 voice principles with do and do not examples,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,5,VER,Identidade verbal,2,DS-FORM-001-VER-002,"Como o tom muda entre produto, editorial, suporte, marketing, relatório e crise?",verbal_identity,Define brand_definition sem depender de escolhas visuais implícitas.,relationship_matrix,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,5,VER,Identidade verbal,3,DS-FORM-001-VER-003,Qual nível de leitura e complexidade textual é adequado por canal?,verbal_identity,Define brand_definition sem depender de escolhas visuais implícitas.,relationship_matrix,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,5,VER,Identidade verbal,4,DS-FORM-001-VER-004,"Quais palavras, expressões e termos pertencem ao vocabulário da marca?",verbal_identity,Define brand_definition sem depender de escolhas visuais implícitas.,list_of_objects,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,5,VER,Identidade verbal,5,DS-FORM-001-VER-005,"Quais palavras, clichês e promessas são proibidos?",verbal_identity,Define brand_definition sem depender de escolhas visuais implícitas.,list_of_objects,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,5,VER,Identidade verbal,6,DS-FORM-001-VER-006,"Quais regras governam títulos, subtítulos, CTAs, labels e mensagens de erro?",verbal_identity,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,5,VER,Identidade verbal,7,DS-FORM-001-VER-007,"Como nomear produtos, features, planos, relatórios e versões?",verbal_identity,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,5,VER,Identidade verbal,8,DS-FORM-001-VER-008,Qual tagline deve ser criada ou validada?,verbal_identity,Define brand_definition sem depender de escolhas visuais implícitas.,short_text,,NO,ALWAYS,Maximum 90 characters or NAO_APLICAVEL,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,5,VER,Identidade verbal,9,DS-FORM-001-VER-009,"Como comunicar incerteza, evidência e inferência?",verbal_identity,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,Must preserve epistemic classes A-E,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,5,VER,Identidade verbal,10,DS-FORM-001-VER-010,Quais exemplos de texto devem compor o teste de voz?,verbal_identity,Define brand_definition sem depender de escolhas visuais implícitas.,list_of_objects,,YES,ALWAYS,"Include navigation, CTA, error, notification, article lead and report summary",Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,ZERO_BASE,6,DIR,Direção criativa do zero,1,DS-FORM-001-DIR-001,"Confirme que nenhuma cor, fonte, raio, componente, logo ou estilo atual será herdado automaticamente.",creative_direction,Define creative_direction.zero_base_confirmation sem depender de escolhas visuais implícitas.,single_select,CONFIRMADO|NAO_CONFIRMADO,YES,FORM_MODE=ZERO_BASE,Must be CONFIRMADO to continue,Stop the zero-base route if not confirmed.,User confirmation,creative_direction.zero_base_confirmation,,UNANSWERED,,,,
1.0,DS-FORM-001,ZERO_BASE,6,DIR,Direção criativa do zero,2,DS-FORM-001-DIR-002,Quais conceitos estratégicos devem orientar as novas direções visuais?,creative_direction,Define brand_definition sem depender de escolhas visuais implícitas.,ranked_list,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,ZERO_BASE,6,DIR,Direção criativa do zero,3,DS-FORM-001-DIR-003,Quantas direções visuais devem ser exploradas antes do gate?,creative_direction,Define brand_definition sem depender de escolhas visuais implícitas.,integer,2|3|4,YES,FORM_MODE=ZERO_BASE,Integer 2-4,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,ZERO_BASE,6,DIR,Direção criativa do zero,4,DS-FORM-001-DIR-004,Que contraste conceitual diferencia cada direção candidata?,creative_direction,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,ZERO_BASE,6,DIR,Direção criativa do zero,5,DS-FORM-001-DIR-005,Quais provas de aplicação serão usadas para comparar as direções?,creative_direction,Define brand_definition sem depender de escolhas visuais implícitas.,multi_select,logo|dashboard|mobile|article|social|presentation|a4_report|prisma_print|email|data_chart,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,ZERO_BASE,6,DIR,Direção criativa do zero,6,DS-FORM-001-DIR-006,Quais critérios objetivos definirão a direção vencedora?,creative_direction,Define brand_definition sem depender de escolhas visuais implícitas.,weighted_matrix,,YES,FORM_MODE=ZERO_BASE,Weights total 100%,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,ZERO_BASE,6,DIR,Direção criativa do zero,7,DS-FORM-001-DIR-007,Como documentar elementos rejeitados para evitar regressão futura?,creative_direction,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,ZERO_BASE,6,DIR,Direção criativa do zero,8,DS-FORM-001-DIR-008,Qual processo será usado para combinar direções sem criar uma colagem inconsistente?,creative_direction,Define brand_definition sem depender de escolhas visuais implícitas.,structured_text,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,7,NAM,Naming e assinatura,1,DS-FORM-001-NAM-001,"O nome atual será mantido, revisado ou substituído?",naming,Define brand_definition sem depender de escolhas visuais implícitas.,single_select,manter|revisar|substituir|a_definir,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,7,NAM,Naming e assinatura,2,DS-FORM-001-NAM-002,Quais critérios o nome deve cumprir?,naming,Define brand_definition sem depender de escolhas visuais implícitas.,weighted_matrix,,YES,ALWAYS,Weights total 100%,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
1.0,DS-FORM-001,BOTH,7,NAM,Naming e assinatura,3,DS-FORM-001-NAM-003,Quais territórios semânticos podem gerar nomes?,naming,Define brand_definition sem depender de escolhas visuais implícitas.,ranked_list,,YES,ALWAYS,Non-empty; specific; no invented facts,Ask the user when the answer cannot be derived safely.,User statement or approved source,brand_definition,,UNANSWERED,,,,
